position_id,symbol,gross_profit,tax,net_profit,deal_count,total_volume,avg_entry,seed_sl,risk_seed,risk_portfolio,risk_avg_entry,rr_portfolio
2430128423,WINM26,224.0,16.0,208.0,2,16.0,184380.0,184640.0,295424.0,1477120.0,832.0,0.00014081455805892547
2429788813,WINM26,168.0,16.0,152.0,2,16.0,184525.0,184785.0,295656.0,1478280.0,832.0,0.00010282219877154531
2430133023,WINM26,112.0,16.0,96.0,2,16.0,184460.0,184720.0,295552.0,1477760.0,832.0,6.496318752706799e-05
2429069814,WINM26,3280.0,820.0,2460.0,2,820.0,186410.0,186670.0,15306940.0,76534700.0,42640.0,3.214228317351476e-05
2430367048,WINM26,0.0,8.0,-8.0,1,8.0,184600.0,184340.0,294944.0,1474720.0,416.0,-5.4247585982423786e-06
